CREATE TABLE sales (
    Transaction_ID   NUMBER(10),
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10086', TO_DATE ('2024-03-26','YYYY-MM-DD'), 'Home Appliances', 'LG OLED TV', '2', '1299.99', '2599.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10087', TO_DATE ('2024-03-27','YYYY-MM-DD'), 'Clothing', 'Uniqlo Ultra Light Down Jacket', '3', '79.99', '239.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10088', TO_DATE ('2024-03-28','YYYY-MM-DD'), 'Books', 'The Catcher in the Rye by J.D. Salinger', '4', '13.99', '55.96', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10089', TO_DATE ('2024-03-29','YYYY-MM-DD'), 'Beauty Products', 'Sunday Riley Good Genes', '1', '105', '105', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10090', TO_DATE ('2024-03-30','YYYY-MM-DD'), 'Sports', 'On Running Cloud Shoes', '2', '129.99', '259.98', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10091', TO_DATE ('2024-03-31','YYYY-MM-DD'), 'Electronics', 'Logitech MX Master 3 Mouse', '2', '99.99', '199.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10092', TO_DATE ('2024-04-01','YYYY-MM-DD'), 'Home Appliances', 'Instant Pot Duo Crisp', '1', '179.99', '179.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10093', TO_DATE ('2024-04-02','YYYY-MM-DD'), 'Clothing', 'Adidas Originals Superstar Sneakers', '4', '79.99', '319.96', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10094', TO_DATE ('2024-04-03','YYYY-MM-DD'), 'Books', 'The Alchemist by Paulo Coelho', '3', '14.99', '44.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10095', TO_DATE ('2024-04-04','YYYY-MM-DD'), 'Beauty Products', 'Tatcha The Water Cream', '1', '68', '68', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10096', TO_DATE ('2024-04-05','YYYY-MM-DD'), 'Sports', 'Garmin Fenix 6X Pro', '1', '999.99', '999.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10097', TO_DATE ('2024-04-06','YYYY-MM-DD'), 'Electronics', 'Bose SoundLink Revolve+ Speaker', '3', '299.99', '899.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10098', TO_DATE ('2024-04-07','YYYY-MM-DD'), 'Home Appliances', 'Vitamix Explorian Blender', '1', '349.99', '349.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10099', TO_DATE ('2024-04-08','YYYY-MM-DD'), 'Clothing', 'Gap Essential Crewneck T-Shirt', '6', '19.99', '119.94', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10100', TO_DATE ('2024-04-09','YYYY-MM-DD'), 'Books', 'The Power of Now by Eckhart Tolle', '2', '12.99', '25.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10101', TO_DATE ('2024-04-10','YYYY-MM-DD'), 'Beauty Products', 'Kiehl''s Midnight Recovery Concentrate', '1', '82', '82', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10102', TO_DATE ('2024-04-11','YYYY-MM-DD'), 'Sports', 'Under Armour HOVR Sonic 4 Shoes', '2', '109.99', '219.98', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10103', TO_DATE ('2024-04-12','YYYY-MM-DD'), 'Electronics', 'Canon EOS R5 Camera', '1', '3899.99', '3899.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10104', TO_DATE ('2024-04-13','YYYY-MM-DD'), 'Home Appliances', 'Shark IQ Robot Vacuum', '2', '349.99', '699.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10105', TO_DATE ('2024-04-14','YYYY-MM-DD'), 'Clothing', 'H&M Slim Fit Jeans', '3', '39.99', '119.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10106', TO_DATE ('2024-04-15','YYYY-MM-DD'), 'Books', 'The Girl on the Train by Paula Hawkins', '4', '10.99', '43.96', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10107', TO_DATE ('2024-04-16','YYYY-MM-DD'), 'Beauty Products', 'The Ordinary Niacinamide Serum', '1', '6.5', '6.5', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10108', TO_DATE ('2024-04-17','YYYY-MM-DD'), 'Sports', 'Bowflex SelectTech 552 Dumbbells', '1', '399.99', '399.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10109', TO_DATE ('2024-04-18','YYYY-MM-DD'), 'Electronics', 'Google Nest Hub Max', '2', '229.99', '459.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10110', TO_DATE ('2024-04-19','YYYY-MM-DD'), 'Home Appliances', 'Cuisinart Griddler Deluxe', '1', '159.99', '159.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10111', TO_DATE ('2024-04-20','YYYY-MM-DD'), 'Clothing', 'Old Navy Relaxed-Fit T-Shirt', '4', '14.99', '59.96', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10112', TO_DATE ('2024-04-21','YYYY-MM-DD'), 'Books', 'Sapiens: A Brief History of Humankind by Yuval Noah Harari', '2', '18.99', '37.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10113', TO_DATE ('2024-04-22','YYYY-MM-DD'), 'Beauty Products', 'Biore UV Aqua Rich Watery Essence Sunscreen', '1', '15', '15', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10114', TO_DATE ('2024-04-23','YYYY-MM-DD'), 'Sports', 'Fitbit Versa 3', '3', '229.95', '689.85', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10115', TO_DATE ('2024-04-24','YYYY-MM-DD'), 'Electronics', 'Amazon Echo Show 10', '1', '249.99', '249.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10116', TO_DATE ('2024-04-25','YYYY-MM-DD'), 'Home Appliances', 'Breville Smart Grill', '2', '299.95', '599.9', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10117', TO_DATE ('2024-04-26','YYYY-MM-DD'), 'Clothing', 'Gap High Rise Skinny Jeans', '3', '49.99', '149.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10118', TO_DATE ('2024-04-27','YYYY-MM-DD'), 'Books', 'Atomic Habits by James Clear', '4', '16.99', '67.96', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10119', TO_DATE ('2024-04-28','YYYY-MM-DD'), 'Beauty Products', 'CeraVe Hydrating Facial Cleanser', '2', '14.99', '29.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10120', TO_DATE ('2024-04-29','YYYY-MM-DD'), 'Sports', 'YETI Hopper Flip Portable Cooler', '1', '249.99', '249.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10121', TO_DATE ('2024-04-30','YYYY-MM-DD'), 'Electronics', 'Apple iPad Air', '2', '599.99', '1199.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10122', TO_DATE ('2024-05-01','YYYY-MM-DD'), 'Home Appliances', 'Hamilton Beach FlexBrew Coffee Maker', '1', '89.99', '89.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10123', TO_DATE ('2024-05-02','YYYY-MM-DD'), 'Clothing', 'Forever 21 Graphic Tee', '5', '12.99', '64.95', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10124', TO_DATE ('2024-05-03','YYYY-MM-DD'), 'Books', 'The Subtle Art of Not Giving a F*ck by Mark Manson', '3', '14.99', '44.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10125', TO_DATE ('2024-05-04','YYYY-MM-DD'), 'Beauty Products', 'NARS Radiant Creamy Concealer', '1', '30', '30', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10126', TO_DATE ('2024-05-05','YYYY-MM-DD'), 'Sports', 'Yeti Roadie 24 Cooler', '1', '199.99', '199.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10127', TO_DATE ('2024-05-06','YYYY-MM-DD'), 'Electronics', 'Sony PlayStation 5', '1', '499.99', '499.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10128', TO_DATE ('2024-05-07','YYYY-MM-DD'), 'Home Appliances', 'Dyson Supersonic Hair Dryer', '2', '399.99', '799.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10129', TO_DATE ('2024-05-08','YYYY-MM-DD'), 'Clothing', 'Lululemon Align Leggings', '3', '98', '294', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10130', TO_DATE ('2024-05-09','YYYY-MM-DD'), 'Books', 'The Four Agreements by Don Miguel Ruiz', '2', '8.99', '17.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10131', TO_DATE ('2024-05-10','YYYY-MM-DD'), 'Beauty Products', 'Fenty Beauty Killawatt Highlighter', '1', '36', '36', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10132', TO_DATE ('2024-05-11','YYYY-MM-DD'), 'Sports', 'Hydro Flask Wide Mouth Water Bottle', '4', '39.95', '159.8', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10133', TO_DATE ('2024-05-12','YYYY-MM-DD'), 'Electronics', 'Microsoft Surface Laptop 4', '1', '1299.99', '1299.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10134', TO_DATE ('2024-05-13','YYYY-MM-DD'), 'Home Appliances', 'Keurig K-Mini Coffee Maker', '2', '79.99', '159.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10135', TO_DATE ('2024-05-14','YYYY-MM-DD'), 'Clothing', 'Gap Crewneck Sweatshirt', '4', '34.99', '139.96', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10136', TO_DATE ('2024-05-15','YYYY-MM-DD'), 'Books', 'Think and Grow Rich by Napoleon Hill', '3', '9.99', '29.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10137', TO_DATE ('2024-05-16','YYYY-MM-DD'), 'Beauty Products', 'The Ordinary Hyaluronic Acid Serum', '1', '6.8', '6.8', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10138', TO_DATE ('2024-05-17','YYYY-MM-DD'), 'Sports', 'Fitbit Inspire 2', '2', '99.95', '199.9', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10139', TO_DATE ('2024-05-18','YYYY-MM-DD'), 'Electronics', 'Samsung Odyssey G9 Gaming Monitor', '1', '1499.99', '1499.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10140', TO_DATE ('2024-05-19','YYYY-MM-DD'), 'Home Appliances', 'Instant Pot Ultra', '1', '139.99', '139.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10141', TO_DATE ('2024-05-20','YYYY-MM-DD'), 'Clothing', 'Adidas Essential Track Pants', '3', '44.99', '134.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10142', TO_DATE ('2024-05-21','YYYY-MM-DD'), 'Books', 'The Power of Habit by Charles Duhigg', '2', '11.99', '23.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10143', TO_DATE ('2024-05-22','YYYY-MM-DD'), 'Beauty Products', 'Clinique Dramatically Different Moisturizing Lotion', '1', '29.5', '29.5', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10144', TO_DATE ('2024-05-23','YYYY-MM-DD'), 'Sports', 'YETI Tundra 45 Cooler', '1', '299.99', '299.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10145', TO_DATE ('2024-05-24','YYYY-MM-DD'), 'Electronics', 'Apple AirPods Max', '1', '549', '549', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10146', TO_DATE ('2024-05-25','YYYY-MM-DD'), 'Home Appliances', 'Cuisinart Coffee Center', '2', '199.95', '399.9', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10147', TO_DATE ('2024-05-26','YYYY-MM-DD'), 'Clothing', 'Levi''s Sherpa Trucker Jacket', '2', '98', '196', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10148', TO_DATE ('2024-05-27','YYYY-MM-DD'), 'Books', 'The Outsiders by S.E. Hinton', '3', '10.99', '32.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10149', TO_DATE ('2024-05-28','YYYY-MM-DD'), 'Beauty Products', 'Laneige Water Sleeping Mask', '1', '25', '25', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10150', TO_DATE ('2024-05-29','YYYY-MM-DD'), 'Sports', 'Bose SoundSport Wireless Earbuds', '2', '149.99', '299.98', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10151', TO_DATE ('2024-05-30','YYYY-MM-DD'), 'Electronics', 'Sony WH-1000XM4 Headphones', '1', '349.99', '349.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10152', TO_DATE ('2024-05-31','YYYY-MM-DD'), 'Home Appliances', 'Ninja Foodi Pressure Cooker', '2', '199.99', '399.98', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10153', TO_DATE ('2024-06-01','YYYY-MM-DD'), 'Clothing', 'Nike Sportswear Club Fleece Hoodie', '3', '54.99', '164.97', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10154', TO_DATE ('2024-06-02','YYYY-MM-DD'), 'Books', 'The Night Circus by Erin Morgenstern', '2', '16.99', '33.98', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10155', TO_DATE ('2024-06-03','YYYY-MM-DD'), 'Beauty Products', 'GlamGlow Supermud Clearing Treatment', '1', '59', '59', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10156', TO_DATE ('2024-06-04','YYYY-MM-DD'), 'Sports', 'Garmin Forerunner 245', '1', '299.99', '299.99', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10157', TO_DATE ('2024-06-05','YYYY-MM-DD'), 'Electronics', 'Google Pixel 6 Pro', '1', '899.99', '899.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10158', TO_DATE ('2024-06-06','YYYY-MM-DD'), 'Home Appliances', 'Breville Nespresso Creatista Plus', '1', '499.95', '499.95', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10159', TO_DATE ('2024-06-07','YYYY-MM-DD'), 'Clothing', 'Under Armour Tech 2.0 T-Shirt', '4', '24.99', '99.96', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10160', TO_DATE ('2024-06-08','YYYY-MM-DD'), 'Books', 'The Art of War by Sun Tzu', '3', '7.99', '23.97', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10161', TO_DATE ('2024-06-09','YYYY-MM-DD'), 'Beauty Products', 'Youth to the People Superfood Antioxidant Cleanser', '1', '36', '36', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10162', TO_DATE ('2024-06-10','YYYY-MM-DD'), 'Sports', 'TriggerPoint GRID Foam Roller', '2', '34.99', '69.98', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10163', TO_DATE ('2024-06-11','YYYY-MM-DD'), 'Electronics', 'Apple MacBook Air', '1', '1199.99', '1199.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10164', TO_DATE ('2024-06-12','YYYY-MM-DD'), 'Home Appliances', 'Cuisinart Custom 14-Cup Food Processor', '1', '199.99', '199.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10165', TO_DATE ('2024-06-13','YYYY-MM-DD'), 'Clothing', 'Adidas 3-Stripes Shorts', '5', '29.99', '149.95', 'Asia', 'Debit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10166', TO_DATE ('2024-06-14','YYYY-MM-DD'), 'Books', 'The Hunger Games by Suzanne Collins', '4', '8.99', '35.96', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10167', TO_DATE ('2024-06-15','YYYY-MM-DD'), 'Beauty Products', 'Neutrogena Hydro Boost Water Gel', '1', '16.99', '16.99', 'Europe', 'PayPal');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10168', TO_DATE ('2024-06-16','YYYY-MM-DD'), 'Sports', 'Yeti Rambler Bottle', '3', '49.99', '149.97', 'Asia', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10169', TO_DATE ('2024-06-17','YYYY-MM-DD'), 'Electronics', 'Samsung Odyssey G7 Gaming Monitor', '1', '699.99', '699.99', 'North America', 'Credit Card');
INSERT INTO  sales (Transaction_ID, Sales_DATE, Product_Category, Product_Name, Units_Sold, Unit_Price, Total_Revenue, sales_Region, Payment_Method) VALUES ('10170', TO_DATE ('2024-06-18','YYYY-MM-DD'), 'Home Appliances', 'Instant Pot Duo Evo Plus', '2', '139.99', '279.98', 'Europe', 'PayPal');
